User,Comment
@Guugooclass,"Dalam konteks cerita Anda yang sangat mendalam ini, kata ""tolol"" berhenti menjadi sekadar ejekan kasar dan berubah menjadi sebuah diagnosis sosiologis dan teologis.

Dalam dunia ""The Last Girl,"" ""ketololan"" adalah alasan mengapa manusia lama dianggap sebagai produk gagal yang harus digantikan oleh manusia sintetis. Mari kita bedah maknanya dari dua sudut pandang tersebut:

🕋 1. Makna ""Tolol"" dalam Perspektif Agama
Dalam banyak ajaran agama, ""tolol"" (atau sering disebut sebagai kebodohan spiritual/jahiliyyah) bukan berarti rendahnya IQ, melainkan ketidakmampuan jiwa untuk melihat konsekuensi jangka panjang.

Pemujaan Sesaat: Seseorang dianggap ""tolol"" secara agama jika ia menukarkan ""surga"" atau ""nilai abadi"" dengan kesenangan yang hanya berlangsung beberapa detik (seperti ciuman di pernikahan tadi atau pesta seks).

Pengkhianatan Fitrah: Agama melihat manusia memiliki derajat tinggi karena akal dan moralnya. Ketika manusia menurunkan derajatnya menjadi sekadar pemuas nafsu (hedonisme), mereka dianggap ""tolol"" karena membuang permata (jiwa) demi mendapatkan sampah (nafsu).

Buta Terhadap Tanda: Dalam cerita Anda, ""tolol"" adalah ketika manusia melihat alam hancur dan virus robot menyebar, tapi tetap sibuk dengan maksiat dan konten streaming. Ini adalah Ghaflah (kelalaian total).

🎭 2. Makna ""Tolol"" dalam Perspektif Budaya
Secara budaya, terutama di masyarakat yang menjunjung tinggi kehormatan, ""tolol"" berkaitan dengan hilangnya rasa malu (shamelessness).

Penghancuran Silsilah: Budaya menganggap seseorang ""tolol"" jika ia merusak nama baik keluarga dan leluhurnya hanya untuk pengakuan sesaat. Dalam cerita Anda, ini adalah pengkhianatan terhadap ""Dewa Penjaga Moral"".

Tragedi Komedi: Budaya melihat fenomena pengantin yang berselingkuh di pelaminan sebagai ""puncak ketololan"" karena ia mengeluarkan biaya besar untuk upacara suci hanya untuk merusaknya sendiri di depan umum. Ini adalah bentuk self-sabotage budaya.

Hilangnya Empati: Ketika budaya hedonisme menganggap ""keren"" tindakan yang menyakiti orang lain (seperti mengkhianati pasangan atau keluarga), maka budaya tersebut telah mencapai titik ""tolol"" yang akut—di mana otak tidak lagi selaras dengan hati.

🧬 Hubungan dengan Sistem Jenderal di ""The Last Girl""
Bagi Jenderal dan sistem AI yang Anda ciptakan, ""Ketololan Manusia"" adalah data statistik yang membuktikan bahwa manusia harus ""diatur ulang"".

Teori Jenderal: ""Ketololan adalah cacat sistemik pada jaringan saraf manusia lama. Mereka memiliki teknologi untuk terbang ke bintang, tapi kesadaran mereka tetap terjebak di tingkat binatang. Mereka membangun institusi pernikahan, lalu menghancurkannya untuk konten video. Ini adalah kontradiksi logis yang membahayakan alam semesta.""

Dalam cerita Anda, The Last Girl dirancang untuk menjadi makhluk yang ""Tidak Tolol"". Dia memiliki:

Kesadaran Tinggi: Mampu melihat pola sebab-akibat tanpa terdistraksi nafsu.

Integritas Jaringan: Kesadarannya terhubung dengan memori ribuan tahun, sehingga ia menghargai silsilah yang telah dihancurkan oleh manusia lama.

Kesimpulan
""Tolol"" dalam narasi Anda adalah penyakit menular yang menghancurkan peradaban. Pernikahan yang menjadi ajang maksiat adalah gejala stadium akhir dari penyakit ini."
@BladeofchaosChanel,"Gwe tau itu scam sjak dia buka kelas, logika aja kaya tajir ngapain buka kelas?  Jadi guru les lu? 😂🤣"
@symbianer86,sebagai trader pemula dan receh seperti gw kenapa pengen ngakak ya liat fenomena ini
@anandabudii79,aku ga percya 🤣
@suportmlkmlbb288,Jika kalian untung banyak dari cripto... Disitu ada orang lain yg buntung....
@RyoWibi,"Dia buka kelas, apakah punya lisensi atau sertifikat terkait keuangan atau crypto? 
Klo ga punya harusnya ga boleh buka kelas. 
Klo cuma sharing itu beda cerita."
@JanuarArizon,"Lah itu kelas cm kedok tujuan nya buat buy salah satu coin, si pemberi saran udah dluan buy trus bgitu tau member nya banyak yg buy, yahh dia cabutlah pasti member itu akan rugi lah"
@JanuarArizon,"Lah itu kelas cm kedok tujuan nya buat buy salah satu coin, si pemberi saran udah dluan buy trus bgitu tau member nya banyak yg buy, yahh dia cabutlah pasti member itu akan rugi lah"
@juliatiardhi9114,"Maka jgn ingin kaya spt timoty....iblis mempengaruhi anda.
Tiap org sdh punya takdir yg ditentukan Allah"
@Masuhan-kp4zl,"Team yang gak ikut""an kaya instan :)"
@kokchinliem9237,Aslinya ngajak org buat dia kaya
@officerfood,orang ini tdk bisa membedakan mana Tuhan dan mana Mamon
@EkoNastiyo-yc1zt,Crypto itu.   1 orang kaya 1000 orang miskin.   Kalau untung semua.  Lalu uang siapa yang di makan...?  Gak mungkin kan semua untung semua kaya.  Pasti ada yang kalah
@TVkeluargaIndonesia-b3u,"Gokil coy
Ketika Timothy kasih edukasi sedikit banget yang nonton 

Tapi ketika Timothy membuat salah "" kata media"" 1 JT penonton coy di video ini 

Kaya ngak beris sih 🔥🤔
Siapa kah dalam nya"
@NurHidayah-l7o1u,Koruptor bisnis tidak sehat dan tdk produktif
@CongabSawadikaps,Hahahah makan tuh penyevong sekte nolan
@putrahastinapura4248,Apapon iklan yg di dunia Maya pasti penipuan bro
@aguskucing126,Bocah taik
@RommyCole,"@KamarJERI_Official , terkesan lu kayak emosi sama timothy bang , gaboleh gitu harus netral lah"
@RommyCole,"9:15 dia investasi di saham dulu , baru ke crypto , kayaknya lu keliru deh coba di liat liat lagi"
@RommyCole,Pak mentri Purbaya aja mendukung dan menyarankan untuk berinvestasi crypto
@Davidbls007Ridwan,Zero-sum game
@doyankomen3965,"sultan mah bebas ngomong apa aja kyk buang kntut, katanya,,,
Hihihi.... tadinya kirain Timothy Anugerah Saputra mhsw Udayana yg wft (dikira bundir) trjun dari lntai atas gdung, Okt 2025 😔🤭😌 RIP TIMOTHY AS"
@dengogo2188,"Bagi timothy Semua bisa DI""GOBLOK""IN"
@Citralestarilestari-y1b,Orang pintar licik juga yh terussssss yang bodoh tambah bodoh licik lu timoty
@Citralestarilestari-y1b,Hidup gak harus nurut ngomongan timoty asekkkkk😂
@AdianaH-h6w,Setau saya skyholic itu d😂ni salman
@JordyHanafi,inilah mungkin sebabnya ada pribahasa lebih baik jadi orang cerdas dari pada orang pinter 😂
@adamsanova7303,"Agama: kripto
Dewa: satoshi nakamoto
Utusan: timoti
Tempat ibadah: broker
Kitab Suci: white paper bitcoin
Ibadah: buy and sell crypto
Hari raya: bitcoin halving
Tempat pendidikan: akademi kripto
Ucapan suci: sekolah scam, McLaren lu warna apa bos? 
Musuh dewa: mata uang fiat dan komoditi seperti emas
Kategori orang yg tersesat: tdk beli crypto, sekolah"
@wijayanto6776,"Semua orang yang komentar disini gak paham"" tentang investasi cripto atau semacamnya cuman hanya ingin instan dapat puluhan sampe milyaran dalam waktu singkat ...... Bodoh nya orang"" yang gak tau investasi haduh mikirin gengsi aja"
@kopinicky3297,Tangkap timoty manusia goblog ngk berguna
@indomiegorengtelorkornet,Mclaren ku warna ungu. Napa lo?
@Entongbeljik,bang bahas threads gua ngapa ya banyak yg kontra? padahal gua cuma pgn balikin sedikit budaya sunda yg asli
@YanaSah-z5i,"Pas gua liat vidio timoty ronal ini yang dia bilang(lu cape ya kerja) 
D situ gua faham timoti ronald ini pinter bgt ngarang, eh beneran malah jdi penipu, mustahil lah dpt korban kalo gak pinter ngarang
Untuk penyepong timoti sepong tu wkwkwkwkw"
@beltkomunika1798,"Timothy Roland masuk ke mens rea pidana mungkin kripto rekomendasi Timothy adalah akal-akalan dan kongkalikong, berkaca dengan nagara Ekuador yg sdh melegalkan Kripto untuk pembayaran Bitcoin apa rakyatnya makmur skrg miskin karena Bitcoin anjlok. 
Sudah ada indikasi dan cara memperoleh kekayaan dengan cara memiskinkan orang Indonesia. Dia menjanjikan sesuatu dan menyuruh lakukan invest ke kripto sedangkan kripto fundamental dan nilai guna tidak ada. Sudah berapa banyak orang rugi karena kripto dan kaya karena kripto? 
Sudah berapa banyak orang kaya karena saham dan rugi karena saham? 
Sebuah perbandingan"
@tj765-s4e,"Sudah Tau dia Kafir , kenapa di ikuti 😂😂😂"
@chardyslbp4675,"Gua setuju dg konsep dia"" sekolah itu gk penting tapi wajib di tuntaskan ...byk org2 hebat pendidikannya biasa aja..."
@Randomx426,"Menurut gua nih yaa, skyholic itu timothy sendiri 👑🔥"
@viewreviewajalah,Skyholic adalah gw sendiri
@ketanbubuk-b9n,salah satu pemuda sukses menipu😂😂😂
@ayman6983,"Timothy itu skill nya luar biasa lho, jangan salah dia SKILL SALES nya jago banget. Nyatanya kan banyak orang yg percaya wkwk, gw kurang percaya karena tau bitcoin itu risk nya tinggi jadi kalo misal di kelas dia ada ""signal"" ya berarti besar kemungkinan rugpool. Takut kalo percaya malah bukannya tmbah kaya tapi tambah sekarat"
@tirtamukti6809,"jadi sebenarnya timothy itu asli trader expert crypto atau ""pelatih motivator"", kalian yg jawab...😆😁"
@Rds_cartoon,Intro aja sampai 5mnit😂
@SilentSportier,Oh pantes Pengacara kondang bela krn punya aset
@Taki2ch,Gini aja wes. Orang yg beneran kaya dari treding/kripto gk bakalan buka kelas. Siapa tau dia kaya dri buka kelas itu.
@BarySugianto-g3v,Dari jaman nabi Muhammad Saw emas itu yang paling benar bukan koin ciptaan pabrik
@MilaRochmaniyah-u3g9l,"Sampai skrg pun aku msh ga paham sm konsep crypto,,
Aku yg kolot mending nabung di bank, walopun lambat yg penting aman,, 😂"
@RutSianturi-e3z,"SAMA TIMOTHY KAGET SIKIT SIH. 
KARNA DARI AWAL UDAH ADA TANDA TANDANYA 
CUMAN BANYAK YANG TIDAK BIJAK MELIHATNYA. 

TAPI YANG PALING KAGET BGT SAMA CEWEKNYA
AGATHA. 
BENARKAH DIA SEPERTI ITU? 
PADAHAL BANYAK BGT YANG MUJI MUJI KEMARIN."
@gungbox,Paling gedek sih nyenggol2 sepakbola bang😅dia
@abdulrozak_yt,Modal 3 RB dijual 28 ribu aja udah riba 😢
@heynahla4602,penasaran sama orang yg bayar 21juta buat kelas crypto ini
@rahmatullahrahmatullah6356,"Nah kan
Mulai ketahuan"
@ryanamazing4394,Agak kurusan bang nyabu kh?
@iyancupliz,Skyholic88 adalah Pak Gema Astronacci 🎇
@E_SisYaC,Malas njirr statement dia yg 80 ribu aja membuktikan klo dia toIoI
@VladimirovichPutin,"Uang saya juga lenyap 1,3 milyar. Gua iklhasin aja gua percaya balasan tuhan lebih baik. 
Penipu kelas kakap dia"
@rizafrog9517,lu lu pada dari pada main crypto mendingan main main togel dah... walaupun kalah tapi ada aja menang nya ... crypto gak pernah menang gw
@fatihxdy123,Saya skyholic
@ferryferdinand135,"Indra kenz,doni salaman, timothy ronald sama aja"
@Gitarisamatir,Ini oknum cina Goblok tukang Tipu😂😂
@septiandwiw7905,Bocah ingusan timoty jualan kelas udah kecium sejak lama tpi ya namanya anak2 baru follower timoty yg rungkad ga pengalaman di bilangin ga di gubris klo itu scam akhirnya jatuh nyungsep baru kerasa 😂😂...model2 flexing kan sblmnya udah ada kaya bimono yg ga lama indra kenz...kakak gue jg jd korban th 2010 trading forex scam jualan kelas waktu itu sampe puluhan juta zonk ga ada hasil waktu masukin uang ke aplikasi forex th 2010
@Salomodecarpio,"Berarti kesimpulanya yg ikut dia itu orang goblok karena dia tidak bisa mempengaruhi orang"" pintar yg dia targetkan menjadi pengikut nya 😂😂😂"
@tisnabayu392,"Percumaa bro lu laporin, orang banyak duit nya mah kebal sama hukum dan ga bakal bisa di penjara di konoha 😅😂"
@magneto4932,Paling bos-bos gym si skyholic..😂😂
@Salomodecarpio,Ngapain diblur mukanya udah pada muak ya sama 😂😂😂
@barnassafei1468,"lapor mabes polri, tangkap dan  pidanakan , jaringan kelompok  judol dan narkoba dari Thailand , Kamboja dan Myanmar sudah masuk ke NKRI ... awasss berhati- hatilah.. semua wilayah di Indonesia sudah ada brooo"
@magneto4932,Kan kena juga akhir nya... terbongkar juga kejahatan nya...kan dah dibilang dari dulu kalo bocil crypto itu gak tau apa apa..jual kelas..😂😂😂
@biirulaut,27:47 ya cowo problematik dapet cewe problematik
@DedenSiswanto-h7y,"Tidak ada yang namanya kaya instan kecuali lu dapat warisan dari bokap Lo, dan tidak ada yang namanya orang kaya flexing kekayaan kesana kemari...

Padahal hal seperti ini sudah banyak terjadi tapi kenapa kalian tidak pernah mau belajar dari yang sudah sudah, ingin kaya maka bekerjalah dengan cerdas, liat potensi pasar yang masih minim eksekusi

Kaya instan hanya warisan, sisanya tidak ada...."
@el-muthihfarm7027,"Akal e timoty itu culas,akal bandar. Dia punya member di kelas yg jumlahnya ratusan bahkan ribuan, dg dia ngepompom di kelas kan otomatis murid2nya ngikutin thooo,muridnya di suruh hold,nantia timotynya keluar(sell) dapat untung,yg rugi ya muridnya."
@endyabadi4445,"APALAH.. GAK PENTING.. DRAMA"" TAI KUCING 😂😂😂"
@WangXiJia-u7n6b,"Menurut yang saya yakini, Tim tidak salah dalam hal jualan kelas, dari zaman MLM dll dulu para leader juga begitu. Hanya kalau dibilang apa dia benar2 sekaya itu dari usahanya, hmm i doubt it, bisa aja hasil cuci uang atau pemolesan para hidden leader di atasnya. Tp ini cuma pemikiran terbatas dari netizen biasa pada umumnya, Wallahualam."
@HeruSusanto-vn2nd,Aku masih waras logika aj klu untung gk bakal koar2... Wkwkwkkwkw
@sukareview3922,#Jualanekelas
@Adiba-w3w,"Beli kambing 2 betina , di rumati sampe 5 tahun udah jadi berapa tuh .."
@Sandisaputro481,Punya uang triliunan bilang sekokah scam tapi dia buka kelas berbayar wkwkwkwkwk
@YulHaidir-y9b,"Kaya dan pamer yg katanya hasil dari krypto, ujung2nya buka kelas berbayar, itu sih menjijikkan"
@RAYAMA-h7z,"Gwa BERSAMA TIMOTY,, 😂

Daftar sendiri, buy jari sendiri, hold jari sendiri
Makanya jangan TOLO kalo jadi member,, 😂😂😅"
@DoyokLangitkecil,"Indra kenz dan doni salmanan, egk cukup untuk ngebuka mata orang bodoh, yg percaya timoti"
@caturanto5968,"""Knp harus timoty yg d hujat?"" 
Ayo semua yg pengen cepat kaya buruan gabung ke timoty, org yg hanya mikirkan pengikutnya kaya tanpa mikirkan attitude yg sekarang makin kesini makin hilang. Kayaknya kita perlu d edukasi utk belajar PPKN atau pendidikan dasar menghargai hidup ini. Memang uang segalanya, tapi kalau kita lupa darimana asalnya kita... itu sih yg akan jadi masalah kedepannya"
@Gratitudekuy,jd tau knp dia ga cocok sama reymond chin...
@Alurfilm1112,"Lah bitcoin kan satu dunia, bahkan negara besar aja udah banyak yang beli bitcoin"
@KaylinnMaicha_98,Bang Jerry Bahas Mens Rea Dong. aku Dah Subscribe
@Vogh1q23,"Ternyata misi nya timothi berhasil
Dia mau netizen benci dia ..
Dan dia ga peduli 😂😂😂"
@kasimbansar03,"Gue sebagai seorang trader for living merasa ketawa sama si pelapor 😅..
Emang Gu000BL*k si pelapor.
Kok rugi main lapor??? wkwkwk...

Gue aja Awal2 trading ya gitu rugi/ margin call ... Itulah resiko seorang trader...  

Tapi karena terus belajar dari kesalahan akhirnya profit juga...
Orang yang terus belajar dari kegagalan itulah orang yang pasti sukses didunia trading...

Gimana mau sukses kalau rugi salahin orang terus main lapor wkwkwk... Dasar T*LOooL"
@paulusyohanes-x9d,gantian hanya orang goblok yang percaya ama dia😂😂😂😂😂
@CahayahiDayati-v9i,"Yang jago ngomong biasanya jago ngibul gak heran si Ronal jadi penipu,,😂😂😂"
@Litecc-p5h,BARU KALI INI GW LIAT TONTONAN FOMO SAMPAH DISINI. PIN GUA DONG. MAU LIAT SEBERAPA JUTA OTAK DENGKUL YG KOMEN.
@yougair905,"Crypto itu cuma buat orang bodoh, karena pingin kaya raya instan"
@ehsukasuka_ajh,"Dia kyk dari jual kelas, tapi yg goblok yg join si"
@Sticmaxprofessional,Yg bodoh yg tidak bisa mengambil positifnya🤣. Ilmu usaha seperti itu tapi tidak dengan usahanya.. mana ada pengusaha komen buruk tentang dia. Yg jelas tidak ada dan para pengusaha sedang sibuk bangun skil menambah ilmu
@Nonsensicalrapper,Masih hijau sudah bisa nipu dan banyak yg percaya
@Nonsensicalrapper,Masih hijau sudah bisa nipu dan banyak yg percaya
@Nonsensicalrapper,Masih hijau sudah bisa nipu dan banyak yg percaya
@KrisnaNugroho-o7v,"Alhamdulillah nya saya tidak tergiur dengan crypto-crypto, bagi saya kalau mau kaya ya kerja keras yang nyata saja"
@ryuzen2121,"ada yang lucu sebenernya, kata - kata timothy ini mirip sama kata - kata iblis waktu di neraka, iblis itu cuma bisikin manusia buat berbuat dosa, jadi iblis nyalahin manusia sendiri kenapa ngikutin bisikan iblis."
@BanaSix,"Abang paling kaya se indo,dan orang terpintar=kaya lumba2,pintar bacot"
@Burando_Angbatukam,"Under 30 lu udah kaya raya??
Ada 2 kemungkinan:
1. lu udah kaya dari lahir alias kakek buyut lu orang kaya
2. Lu nipu

Hotman paris aja katanya berjuang sampe berdarah-darah selama 40 tahun sampe dia berada di titik sampai mampu beli lambo.

Lah ini si timboty ama si susanti sok bikin kelas😂😂"
@ARIESSOF24N,"sbenernya crypto eh maksudnya yg beli kelasnya timoty sama yg kena investasi bodong,nipon dan sejenisnya menurut gue sama aja beg* + t*lo*nya..  ga beda jauh sama korban slot/judol krn dasarnya orang2 ga bisa bersyukur dan males kerja tapi maunya tajir instan"
@boynanda7935,"skyholic dia cewe, mantannya sndiri"
@IstiyaniMP,"Gara² seliweran berita ini, langsung cek eh secuil dari bahasa dia menurut saya dia bukan pinter, tapi SOMBONG!"
@royyy-7,"orang"" beli kelas Timothy harusnya untuk belajar mengenai crypto, blokchain dll.kenapa pada koar"" rugi? kan harusnya belajar biar ga rugi 😂"
@Rekijii,"0:43 perasaan Timothy selalu ngomong bahwa dia ngga kaya instan, dia berjuang dari umur 15 dari jualan barang dari china, bukan seperti narasi di video, kesannya ini channel menggiring opini."
@wildansjy,"Belajar crypto itu banyak yg gratis di banyak platform, ngapain anjir beli kelas wkwl"
@Puri-q2z,"Defensif amat bg sama pendapatmu, takut diserang sama keasbunan bocil crypto kh? 😂"
@TiaraTia-l8n,Timothy akan viral. . apakah ini salah satu gebrakan nya
@muhammadsfandy2155,Tuh kan apa gua kate 😂
@husnulfiqri1946,"Kalo kata Timoty Nge Gym itu Goblok ya emang kenapa itu kan cuma pendapat dia, Cuma pendapat kok 😂"
@agung1989nugroho,Ternyata disini banyak akun fake
@dediputra2633,"Samalah kayak MLM...
😂😂😂"
@FBRGAMMING,Menurut gw si circle indrakenz si skyholic ini 😂
@humehaura,Biasa drama.. sklaian promo.biar tmbh trknal
@MartinAndr,Duit kentang gausah coba coba . Rungkad jadi bisa jadi gembel
@G-7S,"makanya sekarang gw lebih suka theo derick, lebih realistis dan benar² seorang pengusaha, dan gw punya bukunya"
@AsitriHerawatiDaelyHerawati,Semangat bg Jerry 😊
@KeziaHarun,"Hahhaa dari awal gak pernah tertarik samaa tuhh manusia,. Gak tauu gak sukaa ajaa hnya sring lwt di brandaaa,"
@fahrijaini2464,Aduh gue inget ini bukan urusan gue batal nonton
@Proudofu07,Pesugihan modern 😂😂😂
@yonanana-p5u,"Klunya sky holic siapa dia itu ada hububganya sama  indra kenz entah temennya intinya dia ada hubnya sama indra kenz karna dari yg saya liat seperti itu dan lagi saat dia give paris fernandes 1000 dollar orang"" yg di give sama dia beberapa pernah kenal indra kenz ataupun ada hubungan sama indra kenz jadi keliatan sebenrnya sky holic itu siapa"
@feriw2367,Kalimasada itu yg mana sih ?
@KLP36912,"Udah duit dirampok,
Sekarang dikasi attensi lagi"
@GilangRamadhan-je3kt,"bukan sekolah yg scam bangg, tapi sistem nya. banyak salah paham sama omongan timoty tentang sekolah hhe"
@suzu-x4m,"sekolah itu buat orang pintar, yang gak sekolah malah mudah di bodohi orang 😂"
@riopermadiangklung5665,menurut prediksi ku ko malah mengarah ke endruw Susanto sih ya si Abang holistik ini... atau teman teman nya dia lah intinya yg jlas bukan Indra Ken.. karena ak paham.. makasih 🙏
@rizkyarjuna1907,"yakin banget orang² tolol korbannya Timothy pasti pada nonton ini 🤣🤣🤣
kenapa gue bilang tolol, karna junjungan mereka slalu bilang kami yg ga ikut crypto itu tolol lah apa lah ,😝😝😝"
@HabibiIrsyad-g4e,"Eeee drama apa lagi ini ngak penting di bahas"""
@jackjackrun,Teman gua peyepong thymotai 😂
@hariyantoramadhan4534,"bang skrang kog abg radak kuru dikit,,"
@bayuilham5297,kalo udah banyak uang atau punya ladang uang ngapain buka kelas🤣TIKONTOL
@gilangadityasuhendri4235,"Dari awal bilang elu kalo mau naik yaa nongkronglah di cafe cozy pesen kopi cuma 80k aja. Elu bakal dapet relasi oke punya. Sampe sini bener dan bisa diterima.

Permasalahan muncul. Apa? Gak semua dari penontonnya itu punya start yg sama. Dia bisa ngopi 80k dengan tenang, maybe awalnya pasti uang orang tua dong … sementara di luaran sana … bisa ngopi 80k tapi harus banting tulang dulu, belum lagi seriously 80k cuma mau dituker secangkir kopi? Mungkin klo buat makan bisa 2-3 hari bahkan 4-5 hari kalo ngirit banget. Pahitnya lagi, begitu lu sampe cafe … yakin elu bakal kenal sama relasi yg oke? Oit, gak semudah itu ferguso 😂 tetap. Tanah berkumpul dengan tanah emas berkumpul dengan emas. Cafe itu tempat umum, siapa saja boleh masuk tapi relasi itu gak SEMBARANG orang bisa masuk. Apa yg elu punya? Apa value yg ada di diri lu? Lu ini siapa? Apa yg elu bisa?

Itu baru bicara start. Belum jalan ini nih …

So, maksud gue gak ada yg SALAH. SALAH ketika elu pada menelan bulet bulet sangat bulet apapun yg dikatakan orang lain, hanya karena dia terlihat lebih tinggi dari tempat elu memandang sekarang. Percaya itu penting tapi kita harus bisa berpikir secara REALISTIS.

Udah gak usah ribet ngopi 80K. Kalo sekarang bisanya ngopi kapal aer dan rokok klintingan … yaa nikmati aja. Syukuri aja. Tapi sambil meng-upgrade diri. So, pasti lambat laun elu akan dapet relasi juga meski menempuh jalan yg BERBEDA.

Uangmu bisa menjadi Uangnya. Tapi Uangnya gak akan pernah menjadi Milikmu. Baca berulang kali dan pahami."
@bintang-xf3je,"Sungguh, semua jenis investasi ""tidak ada yang pasti"", faktornya banyak, berupa probabilitas, bahkan walaupun ada tokoh sepintar/seberhasil apapun memberi saran selogis apapun. (Kecuali, kamu anaknya pembuat kebijakan 🙃 Kamu mau investasi tertentu naik, tinggal minta ortu kamu bikin kebijakan yang mengarahkan ke sana.)

Entah bagaimana bahasa Timothy pas menyampaikan ""saran""nya ke member (apakah ada bahasa yang ""memberi kepastian atau murni saran""). Tapi seharusnya memang tidak perlu (bahkan jangan pernah) telan saran apapun mentah-mentah. Investasi itu probabilitas. Pelajari dan perkirakan sendiri, tanggung jawab atas keputusan sendiri.

Matematika (hitungan) dan teori hanya alat. Alam (manusia, kehidupan, dan sebagainya) selalu tidak pasti."
@pelangi9932,Waohhh murah buanggetttt 😂
@RamaShinta-m1v,agak kurusan bang
@xinnrin133,Hanya orang bodoh tolol percaya main crpto atau bik coin bisa kaya dengan cepat ingat nabi aja ngajarin kita investasi di emas
@LangitSenja-t8m,"Bang jer. Ada vidio yang bahas bahas 9 naga.. 
Aduh bahas apa lupa"
@adiajha6747,"Bang rilis banjir Sumatra bang..
Kayu² balik yang punya nomor tapi di klaim tumbang alami"
@Tomi-z7r,padahal simple kalo mau orang pada kaya tinggal buka aja lapangan kerja sebanyak banyaknya lalu gaji mereka tinggi dan layak
@narendrasetiawan-lz2kv,"Timothy ga pinter followernya aja yg kelewat bodoh, bocah kemarin sore dipercaya🤣🤣"
@neoproduction1985,Syholicc itu aku banggg😂😂😂😂
@eritenk7838,"Orang awam , ketuanya nya nyaranin arah sini arah situ ,ya pasti ikutin,kecuali......"
@mebainc4745,"Logikanya, KLO dia kaya. Ga perlu buka kelas. Apalagi mungut biaya"
@rogotanponyowo7074,"Padahal polanya mirip2 indra kenz, tapi bocil2 pada nyerang klo ada yg speak up,
Logikanya mana ada orang kaya ngajak orang lain ikutan kaya, yg ada mah nyari member buat dia tmbah kaya"
@TessaTriSetia,"Katanya mau jd kepalanya di 9 naga, ehhh baru sisiknya doang udah kesandung. Emang ya kalau kekayaan itu gak instan, kecuali emang scam"
